household_id,income,members,energy_cost,energy_ratio,is_poverty,region,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,month_13,month_14,month_15,month_16,month_17,month_18
33,3161321.0,4,103170.0,0.0326,0,서울,121288.0,123892.0,120660.0,85289.0,88176.0,98098.0,100187.0,93549.0,88810.0,90112.0,115639.0,126837.0,125810.0,118382.0,123150.0,139643.0,134794.0,140721.0
34,3877638.0,2,181098.0,0.0467,0,울산,186620.0,203836.0,178957.0,164648.0,156164.0,160911.0,179740.0,176583.0,169778.0,160632.0,186712.0,225584.0,232263.0,222984.0,231523.0,234889.0,230189.0,232153.0
35,520543.0,5,94636.0,0.1818,1,강원,102181.0,117612.0,98174.0,83576.0,83300.0,87065.0,92928.0,95116.0,80569.0,92673.0,102315.0,116464.0,119163.0,112849.0,124392.0,120227.0,119731.0,128632.0
36,4125537.0,3,197574.0,0.0479,0,제주,235802.0,220338.0,220384.0,158524.0,153214.0,172972.0,207174.0,187405.0,174832.0,200327.0,229808.0,255268.0,251398.0,256019.0,249376.0,266550.0,250561.0,276558.0
37,2026240.0,6,257435.0,0.1271,1,인천,299841.0,324101.0,292817.0,243443.0,198679.0,216869.0,249393.0,244883.0,237689.0,235689.0,272831.0,309640.0,305087.0,298062.0,307152.0,304615.0,312431.0,342052.0
38,4746534.0,6,83750.0,0.0176,0,충남,87862.0,99878.0,82521.0,75923.0,72028.0,76252.0,81740.0,88706.0,70596.0,74275.0,95215.0,101001.0,98157.0,112511.0,108133.0,102544.0,106974.0,115395.0
39,2709505.0,3,233056.0,0.086,0,제주,275516.0,294780.0,254912.0,214566.0,197403.0,192331.0,238062.0,223703.0,212599.0,207270.0,231482.0,306661.0,309237.0,321320.0,316218.0,319307.0,334078.0,318350.0
40,3250837.0,3,190169.0,0.0585,0,대전,229836.0,227631.0,174425.0,182262.0,173316.0,154854.0,191837.0,193204.0,181680.0,188213.0,173248.0,246383.0,246676.0,261321.0,256374.0,256034.0,265334.0,259370.0
41,47427.0,5,241797.0,5.0983,1,전남,270978.0,254110.0,265564.0,221032.0,188244.0,198482.0,231247.0,238823.0,214349.0,220464.0,241115.0,286365.0,266857.0,277985.0,282325.0,305951.0,298690.0,293522.0
42,3003992.0,6,203353.0,0.0677,0,경북,247502.0,263803.0,196760.0,183694.0,168377.0,177537.0,209000.0,187169.0,178479.0,191561.0,209534.0,239276.0,249362.0,254297.0,249841.0,245098.0,244152.0,246494.0
43,174326.0,4,195022.0,1.1187,1,인천,217403.0,229489.0,207699.0,178455.0,171227.0,193161.0,193296.0,177875.0,163415.0,178499.0,204433.0,265651.0,262752.0,273389.0,273440.0,289410.0,307127.0,275610.0
44,1739046.0,2,185945.0,0.1069,1,충남,218214.0,230251.0,205996.0,167883.0,153012.0,163383.0,181626.0,168254.0,170009.0,171087.0,197144.0,230587.0,232505.0,240430.0,232356.0,245939.0,257295.0,247777.0
45,31929.0,5,204232.0,6.3964,1,강원,235156.0,246180.0,222520.0,171399.0,186575.0,185772.0,206954.0,190126.0,188753.0,194485.0,227406.0,236890.0,240939.0,245576.0,242177.0,242377.0,245123.0,252857.0
46,2367869.0,6,205229.0,0.0867,0,경남,229418.0,250920.0,232358.0,184099.0,169602.0,202079.0,190370.0,173533.0,188770.0,190073.0,204487.0,265622.0,270895.0,264821.0,259580.0,285887.0,286157.0,280442.0
47,4286800.0,4,149399.0,0.0349,0,인천,179522.0,177427.0,151293.0,129960.0,127460.0,132916.0,156499.0,139495.0,137857.0,141723.0,158984.0,184600.0,191724.0,193734.0,193636.0,196649.0,186508.0,198206.0
48,927294.0,1,50308.0,0.0543,0,세종,62593.0,64900.0,53789.0,50000.0,50000.0,50000.0,50000.0,50552.0,50000.0,52489.0,58008.0,61674.0,63109.0,62726.0,65816.0,67412.0,65426.0,66601.0
49,1210225.0,1,192726.0,0.1592,1,경북,221479.0,226840.0,196195.0,163510.0,164329.0,166685.0,188186.0,192932.0,178936.0,174130.0,205923.0,242507.0,261604.0,261042.0,234458.0,260895.0,267519.0,262809.0
50,4074126.0,3,273704.0,0.0672,0,강원,335493.0,331690.0,317210.0,237845.0,252842.0,248771.0,264789.0,253728.0,242388.0,265534.0,294902.0,332316.0,335312.0,350000.0,350000.0,350000.0,349462.0,350000.0
51,2016307.0,5,68050.0,0.0337,0,인천,82526.0,81207.0,74785.0,63918.0,52450.0,58484.0,62736.0,71117.0,60922.0,70403.0,65618.0,82626.0,86124.0,84883.0,86919.0,81621.0,91535.0,90306.0
52,3880001.0,4,277258.0,0.0715,0,충북,310074.0,321537.0,290749.0,264164.0,242075.0,244908.0,287956.0,225881.0,263865.0,240484.0,285845.0,327170.0,313329.0,349209.0,330681.0,344973.0,342884.0,350000.0
53,4418548.0,6,92439.0,0.0209,0,경기,95169.0,112337.0,95803.0,88327.0,81123.0,77405.0,88564.0,90104.0,86719.0,93185.0,102956.0,115032.0,117868.0,123428.0,117046.0,121451.0,119204.0,119247.0
54,614854.0,5,284151.0,0.4621,1,경기,338745.0,339606.0,299532.0,230186.0,252595.0,260167.0,298331.0,230853.0,282440.0,268060.0,314891.0,336721.0,348424.0,328983.0,338169.0,350000.0,350000.0,350000.0
55,3308162.0,2,143574.0,0.0434,0,광주,166627.0,173726.0,147723.0,131020.0,125809.0,130128.0,147206.0,143149.0,117258.0,142830.0,153334.0,169493.0,176683.0,170128.0,172748.0,172693.0,180120.0,174018.0
56,1635166.0,6,159543.0,0.0976,0,경기,190721.0,187705.0,155215.0,137133.0,126522.0,151949.0,170217.0,163588.0,129090.0,159685.0,186050.0,210517.0,194326.0,229915.0,217194.0,216902.0,225031.0,213785.0
57,2317470.0,3,185591.0,0.0801,0,전남,196028.0,224613.0,171326.0,162580.0,170565.0,169747.0,187256.0,192363.0,164772.0,187435.0,196130.0,236397.0,227135.0,236476.0,229878.0,244916.0,252093.0,239455.0
58,1536450.0,4,184790.0,0.1203,1,전북,222266.0,204336.0,184429.0,174134.0,149356.0,164443.0,189873.0,167051.0,167188.0,163841.0,188196.0,234681.0,221925.0,243592.0,241532.0,249462.0,248622.0,262336.0
59,3165757.0,3,50646.0,0.016,0,대구,58964.0,67614.0,56702.0,50000.0,50000.0,50000.0,52519.0,50000.0,50000.0,51745.0,50899.0,59958.0,62235.0,62276.0,64298.0,63777.0,61526.0,64654.0
60,840071.0,3,267315.0,0.3182,1,부산,345348.0,290429.0,272997.0,229303.0,219261.0,232849.0,249586.0,263507.0,234002.0,256026.0,274578.0,322601.0,347622.0,341201.0,307448.0,309012.0,350000.0,334846.0
61,3621694.0,2,276381.0,0.0763,0,광주,305941.0,346053.0,306607.0,270082.0,215105.0,233158.0,292438.0,242193.0,264147.0,259740.0,282642.0,349025.0,333545.0,350000.0,350000.0,350000.0,350000.0,347206.0
62,261694.0,4,215460.0,0.8233,1,대구,268500.0,263969.0,218258.0,193373.0,188253.0,194651.0,221264.0,195264.0,195556.0,190218.0,224975.0,257153.0,252083.0,275264.0,276429.0,273955.0,258213.0,269132.0
63,3685901.0,4,110914.0,0.0301,0,경북,123414.0,134916.0,121196.0,96397.0,95682.0,104824.0,104048.0,105499.0,96419.0,99181.0,107513.0,130389.0,132009.0,124427.0,131342.0,140015.0,139367.0,135279.0
64,4960790.0,5,147761.0,0.0298,0,전남,148556.0,177563.0,172152.0,137510.0,127939.0,146296.0,142566.0,143419.0,136829.0,136706.0,151781.0,179679.0,182110.0,187280.0,185982.0,192169.0,173803.0,188797.0
65,695990.0,6,257333.0,0.3697,1,충북,300178.0,307015.0,277094.0,243154.0,218071.0,219421.0,236988.0,244908.0,234401.0,232616.0,280005.0,314285.0,296396.0,336682.0,338526.0,300504.0,322573.0,325125.0
66,3771268.0,1,157584.0,0.0418,0,전남,174796.0,197180.0,170002.0,135285.0,144134.0,151387.0,151809.0,144141.0,137622.0,145908.0,173327.0,201169.0,210309.0,210721.0,221415.0,200351.0,214442.0,194698.0
67,884436.0,5,242326.0,0.274,1,광주,278259.0,288257.0,249461.0,217928.0,214866.0,209409.0,243645.0,217334.0,207253.0,229854.0,229505.0,334116.0,321353.0,340252.0,350000.0,335487.0,318508.0,347859.0
68,1961969.0,2,273021.0,0.1392,1,충북,331907.0,309265.0,263751.0,240722.0,231043.0,257039.0,292277.0,275120.0,249117.0,269738.0,277492.0,344150.0,331028.0,350000.0,350000.0,350000.0,350000.0,350000.0
69,3295178.0,3,67814.0,0.0206,0,전남,74857.0,86662.0,67713.0,56980.0,59603.0,64566.0,66284.0,63019.0,61895.0,62143.0,68422.0,88496.0,91551.0,95000.0,86584.0,90186.0,93966.0,90332.0
70,346272.0,1,182576.0,0.5273,1,인천,203206.0,229255.0,192251.0,166525.0,167049.0,168490.0,187490.0,182748.0,161320.0,166169.0,181690.0,205781.0,224934.0,200635.0,210079.0,211643.0,218727.0,225246.0
71,3357275.0,6,265342.0,0.079,0,충북,317923.0,305457.0,295517.0,237136.0,235562.0,247578.0,251561.0,258414.0,242704.0,252457.0,277295.0,330254.0,344399.0,344646.0,340576.0,322967.0,350000.0,350000.0
72,3790925.0,1,177090.0,0.0467,0,부산,209412.0,193799.0,192949.0,162419.0,160234.0,164746.0,175864.0,157937.0,157715.0,161081.0,180547.0,227877.0,245529.0,236104.0,223486.0,241207.0,250724.0,235658.0
73,26148.0,2,259991.0,9.943,1,전남,311353.0,324434.0,288365.0,243165.0,219820.0,248289.0,246065.0,247064.0,252287.0,231551.0,263743.0,335904.0,344609.0,330630.0,340222.0,332841.0,350000.0,350000.0
74,3617024.0,5,194996.0,0.0539,0,제주,245115.0,256068.0,221442.0,183889.0,160569.0,182761.0,194927.0,197402.0,185288.0,179232.0,214449.0,252057.0,226334.0,265335.0,255135.0,252849.0,255733.0,265735.0
75,2991126.0,3,241647.0,0.0808,0,대구,265290.0,305297.0,259511.0,205720.0,191764.0,217310.0,251918.0,239616.0,221355.0,230123.0,260222.0,289141.0,311739.0,314671.0,302923.0,303080.0,298602.0,312972.0
76,4209668.0,5,170227.0,0.0404,0,광주,202552.0,203221.0,186863.0,164143.0,145415.0,154322.0,166275.0,158917.0,158784.0,160305.0,175887.0,212588.0,222326.0,210832.0,218383.0,223261.0,233577.0,223187.0
77,326831.0,5,263272.0,0.8055,1,대구,304717.0,308203.0,249513.0,246230.0,235766.0,228319.0,261287.0,247145.0,241107.0,271242.0,292466.0,322889.0,333194.0,345871.0,338007.0,335741.0,345081.0,332634.0
78,2826651.0,3,127175.0,0.045,0,강원,141810.0,165042.0,135295.0,111078.0,110122.0,114658.0,124046.0,112379.0,122690.0,122083.0,148047.0,166442.0,171814.0,166816.0,163924.0,171593.0,166905.0,181017.0
79,2311478.0,3,212743.0,0.092,0,제주,235960.0,256234.0,238986.0,192015.0,174980.0,190905.0,206058.0,208194.0,184681.0,196948.0,236358.0,255713.0,243330.0,261818.0,259586.0,271381.0,271908.0,270709.0
80,135837.0,1,73538.0,0.5414,1,광주,79144.0,84178.0,82097.0,64651.0,59996.0,59136.0,70547.0,69144.0,61692.0,68943.0,82120.0,88672.0,86179.0,86379.0,87161.0,94194.0,93286.0,97589.0
81,3966307.0,3,140775.0,0.0355,0,부산,182481.0,170474.0,147118.0,124657.0,124336.0,130294.0,147839.0,129538.0,128852.0,130109.0,139997.0,175608.0,170819.0,187530.0,174640.0,185288.0,179938.0,188208.0
82,3596768.0,2,102438.0,0.0285,0,경남,119532.0,122465.0,100791.0,87542.0,88277.0,95569.0,96755.0,93230.0,92813.0,97865.0,98826.0,129082.0,127253.0,140306.0,134280.0,136509.0,137962.0,130183.0
83,2886249.0,1,260362.0,0.0902,0,인천,305460.0,312056.0,261027.0,238126.0,208261.0,248241.0,254313.0,249832.0,237645.0,244142.0,281399.0,317724.0,332086.0,306631.0,328911.0,350000.0,320262.0,327658.0
84,3815776.0,5,213291.0,0.0559,0,경남,254159.0,264491.0,210383.0,199969.0,183769.0,198204.0,202985.0,204147.0,175598.0,179557.0,225532.0,281285.0,286972.0,286183.0,287550.0,281507.0,292728.0,303191.0
85,3538442.0,6,277693.0,0.0785,0,세종,331143.0,343484.0,277940.0,263494.0,229713.0,260021.0,282792.0,288054.0,247131.0,259200.0,291294.0,341854.0,350000.0,326147.0,337269.0,340343.0,350000.0,350000.0
86,4945142.0,5,259538.0,0.0525,0,울산,290140.0,285096.0,284129.0,225590.0,241131.0,243620.0,249051.0,237741.0,253694.0,245522.0,265521.0,324872.0,321323.0,334565.0,333604.0,349699.0,335814.0,332177.0
87,4740542.0,6,197924.0,0.0418,0,울산,216068.0,246806.0,197788.0,178400.0,166077.0,156732.0,202123.0,189376.0,191305.0,193774.0,231625.0,248730.0,250156.0,251833.0,251687.0,235835.0,258866.0,241845.0
88,2348719.0,5,168572.0,0.0718,0,충북,203189.0,226194.0,179637.0,153905.0,141066.0,138104.0,156345.0,157607.0,147858.0,159221.0,184340.0,204585.0,213654.0,203875.0,219474.0,213503.0,211069.0,217461.0
89,224268.0,3,82872.0,0.3695,1,제주,91927.0,91920.0,79171.0,68677.0,71382.0,76482.0,76320.0,82252.0,72784.0,79307.0,94030.0,108236.0,108144.0,106465.0,101887.0,109327.0,112688.0,110199.0
90,355038.0,2,130270.0,0.3669,1,대구,145869.0,168094.0,145881.0,125022.0,112016.0,122599.0,122840.0,123799.0,119891.0,117105.0,138219.0,176570.0,182322.0,186712.0,164027.0,195077.0,184019.0,181410.0
91,615016.0,1,104013.0,0.1691,1,서울,127604.0,123936.0,108293.0,90580.0,87103.0,98683.0,104434.0,94835.0,94840.0,104006.0,106145.0,121379.0,133336.0,116980.0,123225.0,127406.0,126059.0,128276.0
92,2629063.0,2,91715.0,0.0349,0,대구,99641.0,108875.0,94818.0,85761.0,83065.0,88304.0,89137.0,86218.0,75596.0,83619.0,100947.0,123905.0,118965.0,123388.0,127487.0,130305.0,125887.0,133567.0
93,1142434.0,3,182978.0,0.1602,1,전북,191831.0,203644.0,184075.0,161028.0,147007.0,164384.0,179193.0,183137.0,160771.0,153954.0,193335.0,228560.0,222886.0,234017.0,225292.0,240839.0,265263.0,224776.0
94,3809509.0,3,259637.0,0.0682,0,대구,314441.0,304283.0,260896.0,240180.0,243128.0,234671.0,267880.0,240382.0,219167.0,248706.0,277041.0,318739.0,330052.0,316607.0,316455.0,345552.0,348937.0,329290.0
95,3654090.0,4,263139.0,0.072,0,부산,310535.0,320053.0,279860.0,224753.0,204785.0,250350.0,255963.0,249370.0,240695.0,270344.0,278526.0,322431.0,318836.0,328389.0,320024.0,335716.0,337848.0,350000.0
96,1428918.0,1,190678.0,0.1334,1,충북,242110.0,215573.0,197991.0,177397.0,166423.0,174244.0,169707.0,165634.0,184631.0,196499.0,199144.0,254918.0,246929.0,251753.0,250988.0,256101.0,275401.0,260892.0
97,4360242.0,2,83609.0,0.0192,0,전남,91479.0,93410.0,85038.0,78493.0,74454.0,77178.0,86640.0,81478.0,72834.0,81144.0,91303.0,108453.0,114746.0,113756.0,113276.0,117619.0,113754.0,110905.0
98,1401672.0,4,151777.0,0.1083,1,전남,172876.0,177138.0,160216.0,135678.0,129205.0,140756.0,148261.0,142606.0,146537.0,144210.0,157937.0,190503.0,191167.0,188798.0,188385.0,192073.0,207013.0,196846.0
99,761648.0,3,55507.0,0.0729,0,부산,67504.0,67540.0,53977.0,50600.0,50675.0,50000.0,57167.0,50492.0,50000.0,55605.0,58921.0,73856.0,75864.0,82019.0,71310.0,76143.0,74185.0,75105.0
100,714380.0,2,150361.0,0.2105,1,전북,177725.0,187761.0,152694.0,124916.0,132324.0,141620.0,157015.0,144337.0,128782.0,160254.0,161667.0,186318.0,186905.0,191181.0,200118.0,195240.0,202352.0,198693.0
101,2111923.0,6,144330.0,0.0683,0,경북,165435.0,190356.0,163433.0,121271.0,125884.0,124594.0,145712.0,137582.0,123042.0,144370.0,153086.0,177844.0,176475.0,182415.0,186168.0,184033.0,165579.0,188642.0
102,554888.0,6,242695.0,0.4374,1,강원,282168.0,271924.0,275492.0,211637.0,215922.0,214872.0,252858.0,245626.0,225504.0,239274.0,253576.0,296786.0,301412.0,298606.0,335858.0,296406.0,324117.0,321102.0
103,2719029.0,5,222011.0,0.0817,0,경북,259037.0,263973.0,238978.0,207933.0,180604.0,211752.0,219182.0,215589.0,205974.0,214785.0,231840.0,270734.0,270499.0,293438.0,269198.0,273463.0,275593.0,288537.0
104,4035778.0,2,95435.0,0.0236,0,울산,99391.0,110370.0,106440.0,82355.0,83670.0,80624.0,103886.0,98993.0,88429.0,99690.0,101989.0,123877.0,131432.0,127263.0,119671.0,132898.0,127616.0,129222.0
105,328474.0,1,284345.0,0.8657,1,충북,316860.0,350000.0,301138.0,250245.0,243525.0,256235.0,287015.0,248602.0,272441.0,288345.0,320511.0,350000.0,350000.0,344630.0,350000.0,350000.0,350000.0,350000.0
106,4908267.0,4,147041.0,0.03,0,전남,159205.0,183936.0,159323.0,130771.0,123342.0,120191.0,149468.0,144019.0,125131.0,138601.0,154686.0,189174.0,191095.0,180405.0,190719.0,198509.0,205319.0,195570.0
107,2732886.0,5,164649.0,0.0602,0,광주,199640.0,199376.0,181126.0,147853.0,134083.0,151169.0,164733.0,157863.0,160162.0,147824.0,175353.0,197384.0,178700.0,200937.0,203558.0,210399.0,205450.0,196765.0
108,3111716.0,2,53548.0,0.0172,0,강원,63227.0,66697.0,60052.0,50000.0,50000.0,50000.0,53301.0,51892.0,50000.0,52215.0,53252.0,64425.0,68937.0,65134.0,67170.0,69829.0,68900.0,69783.0
109,4023766.0,5,105519.0,0.0262,0,전북,126700.0,123761.0,108191.0,96230.0,87733.0,94653.0,116597.0,99005.0,93266.0,96997.0,114918.0,130704.0,128582.0,140364.0,142269.0,132667.0,126992.0,144129.0
110,1255007.0,4,193460.0,0.1542,1,전남,235007.0,228975.0,208081.0,179839.0,168071.0,166584.0,189934.0,170357.0,178396.0,199428.0,184603.0,232616.0,233234.0,238914.0,248020.0,240448.0,241160.0,257453.0
111,3901828.0,2,272222.0,0.0698,0,전북,290848.0,330156.0,273542.0,232382.0,226413.0,246058.0,253423.0,276521.0,253295.0,253886.0,272923.0,338759.0,350000.0,350000.0,350000.0,345540.0,314082.0,350000.0
112,187855.0,6,186675.0,0.9937,1,경북,240678.0,233618.0,194308.0,163368.0,151800.0,173431.0,195962.0,175900.0,177307.0,169297.0,185387.0,254501.0,263123.0,274095.0,253182.0,254903.0,263392.0,260878.0
113,4033468.0,6,148299.0,0.0368,0,경기,185372.0,186668.0,156378.0,128075.0,120820.0,136956.0,151401.0,150757.0,137810.0,130296.0,163904.0,176123.0,175152.0,181443.0,195888.0,205953.0,189417.0,185322.0
114,3486047.0,3,250880.0,0.072,0,서울,282485.0,315239.0,258574.0,220601.0,203203.0,230917.0,254790.0,232988.0,217783.0,260693.0,238656.0,321332.0,341310.0,283357.0,341486.0,331241.0,340855.0,336208.0
115,4851286.0,5,74379.0,0.0153,0,인천,85766.0,102300.0,79294.0,73108.0,55847.0,71458.0,73706.0,63776.0,68348.0,69589.0,80363.0,97673.0,92774.0,103671.0,100630.0,107077.0,101715.0,101586.0
116,4253401.0,3,206998.0,0.0487,0,전남,230159.0,242234.0,204015.0,182250.0,181898.0,185019.0,217442.0,194825.0,172964.0,202521.0,210028.0,255729.0,271072.0,248731.0,265136.0,265527.0,276044.0,280345.0
117,3904979.0,6,200276.0,0.0513,0,경북,230003.0,237119.0,214371.0,180597.0,158848.0,182405.0,186789.0,193824.0,173064.0,190613.0,214396.0,281061.0,292305.0,302332.0,311167.0,298024.0,298486.0,285212.0
118,4757116.0,3,157594.0,0.0331,0,전북,177598.0,206801.0,166422.0,135623.0,143161.0,148609.0,165534.0,134697.0,155654.0,145533.0,171910.0,221851.0,243387.0,217439.0,215303.0,243925.0,234267.0,230450.0
119,2914630.0,1,185498.0,0.0636,0,경북,221406.0,238837.0,186676.0,172771.0,157476.0,184525.0,177759.0,186544.0,169872.0,178847.0,195298.0,247485.0,252598.0,237042.0,267344.0,268052.0,265962.0,250492.0
120,3693616.0,1,103602.0,0.028,0,강원,113684.0,119151.0,108416.0,89905.0,91064.0,100175.0,100597.0,99600.0,95571.0,100744.0,109195.0,134311.0,138271.0,130215.0,143150.0,144641.0,136721.0,142586.0
